Fold,F1-Score,Validation Score,Time (s)
1,0.4880510697110619,0.9533198349210564,104.54510736465454
2,0.4880509343438635,0.9533193184332817,104.35743260383606
3,0.4880509343438635,0.9533193184332817,104.14280962944031
4,0.4880509343438635,0.9533193184332817,104.51877069473267
5,0.4880509343438635,0.9533193184332817,99.98878645896912
