Fold,F1-Score,Validation Score,Time (s)
1,0.6049460869649184,0.6370832482179527,308.12443923950195
2,0.6058702350100054,0.6380848450313539,437.25636410713196
3,0.6063371802201344,0.6384315791454214,302.66828060150146
4,0.6064721767271083,0.6386842381122613,332.21484375
5,0.6063764264255429,0.6385794115196362,367.6555700302124
