Fold,F1-Score,Validation Score,Time (s)
1,0.4969749349172405,0.5379525002419069,281.25766611099243
2,0.4979075113200549,0.5412680792274012,283.6640205383301
3,0.49749814891216293,0.5326803622161954,275.48207116127014
4,0.4934387136163806,0.5342285703534269,274.2169020175934
5,0.4935375465651515,0.5359111715581264,273.7182626724243
