Fold,F1-Score,Validation Score,Time (s)
1,0.8758614096820054,0.880503381320489,618.8759179115295
2,0.8753604479955419,0.8801213838185371,618.4229130744934
3,0.8731250358842619,0.8779146496507124,629.7966232299805
4,0.8742887460033442,0.8790838693376841,624.7500777244568
5,0.8745364639848431,0.8794332913131009,623.6410534381866
